SIGLA|DISCIPLINA|T|P|I|RECOMENDAÇÃO
ESTG905-17|Estágio Curricular em Engenharia de Gestão|0|14|0|Requisito: CPK ≥ 0,633 no curso de engenharia e demais requisitos de acordo com a Resolução vigente
ESTI905-17|Estágio Curricular em Engenharia de Informação|0|14|0|Requisito: CPK ≥ 0,633 no curso de engenharia e demais requisitos de acordo com a Resolução vigente
ESTA905-17|Estágio Curricular em Engenharia de Instrumentação, Automação e Robótica|0|14|0|Requisito: CPK ≥ 0,633 no curso de engenharia e demais requisitos de acordo com a Resolução vigente
ESTM905-17|Estágio Curricular em Engenharia de Materiais|0|14|0|Requisito: CPK ≥ 0,633 no curso de engenharia e demais requisitos de acordo com a Resolução vigente
MCZA051-17|Estágio Supervisionado em Computação|4|0|8|Não há
MCTC015-13|Estágio Supervisionado em Neurociência I|0|10|2|Não há
MCTC016-13|Estágio Supervisionado em Neurociência II|0|10|2|Não há
MCTC017-13|Estágio Supervisionado em Neurociência III|0|10|2|Não há
ESTG011-17|Estatística Aplicada a Sistemas de Gestão|2|2|4|Introdução à Probabilidade e à Estatística
NHH2007-13|Estética|4|0|4|Não há
NHH2008-13|Estética: Perspectivas Contemporâneas|4|0|4|Não há
ESZG018-17|Estratégias de Comunicação Organizacional|4|0|5|Modelos de Comunicação nas Organizações
NHZ3007-15|Estrutura Atômica e Molecular|4|0|4|Interações Atômicas e Moleculares; Cálculo Vetorial e Tensorial; Mecânica Quântica I
BIK0102-15|Estrutura da Matéria|3|0|4|Não há
NHT4049-15|Estrutura da Matéria Avançada|2|4|8|Funções de uma Variável; Estrutura da Matéria; Física Quântica; Interações Atômicas e Moleculares; Funções de Várias Variáveis; Transformações Químicas
BIQ0602-15|Estrutura e Dinâmica Social|3|0|4|Não há
ESHT007-17|Estudos do Meio Físico|4|0|4|Não há
BHQ0002-15|Estudos Étnico-Raciais|3|0|4|Não há
NHH2009-13|Ética|4|0|4|Não há
BHP0001-15|Ética e Justiça|4|0|4|Não há
NHH2010-13|Ética: Perspectivas Contemporâneas|4|0|4|Não há
NHZ1024-15|Etnofarmacologia|2|1|2|Bioquímica: estrutura, propriedade e funções de biomoléculas
NHT1062-15|Evolução|4|0|4|Evolução e Diversificação da Vida na Terra; Sistemática e Biogeografia; Genética I; Genética II; Introdução à Probabilidade e à Estatística
NHZ3008-15|Evolução da Física|4|0|4|Fenômenos Mecânicos; Fenômenos Térmicos; Fenômenos Eletromagnéticos; Física Quântica
MCZB035-17|Evolução dos Conceitos Matemáticos|4|0|4|Bases Matemáticas; Funções de uma Variável; Bases Epistemológicas da Ciência Moderna
NHT1067-15|Evolução e Diversidade de Plantas I|2|2|2|Evolução e Diversificação da Vida na Terra; Sistemática e Biogeografia
NHT1068-15|Evolução e Diversidade de Plantas II|2|4|4|Evolução e Diversificação da Vida na Terra; Sistemática e Biogeografia; Evolução e Diversidade de Plantas I
BIL0304-15|Evolução e Diversificação da Vida na Terra|3|0|4|Não há
NHZ1026-15|Evolução Molecular|3|0|3|Evolução e Diversificação da Vida na Terra; Genética I; Genética II; Evolução
NHZ2011-11|Existencialismo|4|0|4|Não há
NHT4015-15|Experimentação e Ensino de Química|0|3|4|Práticas de Ensino de Química II
MCTB014-17|Extensões Algébricas|4|0|4|Álgebra Linear Avançada I; Grupos; Anéis e Corpos
NHZ1027-15|Farmacologia|4|2|4|Bioquímica: estrutura, propriedade e funções de biomoléculas
ESHP007-13|Federalismo e Políticas Públicas|4|0|4|Não há
NHH2012-13|Fenomenologia e Filosofia Hermenêutica|4|0|4|História da Filosofia Moderna: perspectivas racionalistas
ESTO016-17|Fenômenos de Transporte|4|0|4|Fenômenos Térmicos
BCJ0203-15|Fenômenos Eletromagnéticos|4|1|6|Fenômenos Mecânicos; Geometria Analítica
BCJ0204-15|Fenômenos Mecânicos|4|1|6|Geometria Analítica; Funções de Uma Variável
BCJ0205-15|Fenômenos Térmicos|3|1|4|Estrutura da Matéria; Fenômenos Mecânicos; Funções de uma Variável
NHZ4068-15|Fermentação Industrial|2|2|2|Recomenda-se que o aluno tenha feito disciplinas básicas de química e bioquímica
NHZ2094-16|Filosofia Africana|4|0|4|Não há
NHZ2013-11|Filosofia Brasileira: História e Problemas|4|0|4|Filosofia no Brasil e na América Latina
NHH2085-16|Filosofia da Arte|4|0|4|Não há
NHZ2014-11|Filosofia da Ciência Pós-kuhniana|4|0|4|Filosofia da Ciência: o debate Popper-Kuhn e seus desdobramentos
NHH2015-13|Filosofia da Ciência: em torno à concepção ortodoxa|4|0|4|Teoria do Conhecimento: Empirismo versus Racionalismo; Lógica Básica
NHH2016-13|Filosofia da Ciência: o debate Popper-Kuhn e seus desdobramentos|4|0|4|Filosofia da Ciência: em torno à concepção ortodoxa
NHH2017-16|Filosofia da Educação|4|0|4|Não há
NHZ2018-11|Filosofia da Educação: perspectivas contemporâneas|4|0|4|Não há
NHZ2095-16|Filosofia da Escola: Modelos Institucionais e Questões Filosóficas|4|0|4|Não há
NHH2019-13|Filosofia da Linguagem|4|0|4|Bases Epistemológicas da Ciência Moderna; Pensamento Crítico; Lógica Básica; Filosofia da Lógica
NHH2020-13|Filosofia da Lógica|4|0|4|Bases Matemáticas; Bases Epistemológicas da Ciência Moderna; Pensamento Crítico; Lógica Básica
MCZB036-17|Filosofia da Matemática|4|0|4|Bases Matemáticas; Funções de Uma Variável; Bases Epistemológicas da Ciência Moderna; Evolução dos Conceitos Matemáticos; Teoria de Conjuntos
NHZ2021-11|Filosofia da Mente|4|0|4|Não há
NHZ2022-11|Filosofia da Natureza, Mecanicismo e Cosmologia|4|0|4|História da Filosofia Moderna: perspectivas racionalistas; Nascimento e Desenvolvimento da Ciência Moderna
NHH2023-16|Filosofia do Ensino de Filosofia|4|0|4|Não há
NHZ2024-11|Filosofia Experimental e Mecanicismo|4|0|4|História da Filosofia Moderna: perspectivas racionalistas; Nascimento e Desenvolvimento da Ciência Moderna
NHZ2025-11|Filosofia Latino-Americana: História e Problemas|4|0|4|Filosofia no Brasil e na América Latina
NHH2026-13|Filosofia no Brasil e na América Latina|4|0|4|Não há
NHZ2027-16|Filosofia no Ensino Fundamental|4|0|4|Não há
NHH2028-13|Filosofia Política|4|0|4|Não há
NHH2029-13|Filosofia Política: Perspectivas Contemporâneas|4|0|4|Não há
NHZ2096-16|Filosofia, Ensino e Universidade|4|0|4|Não há
ESZI002-17|Filtragem Adaptativa|3|1|4|Sinais Aleatórios; Processamento Digital de Sinais
ESHC016-17|Finanças Corporativas|4|0|4|Pensamento Econômico
ESZC031-17|Finanças I|4|0|4|Finanças Corporativas
ESZC032-17|Finanças II|4|0|4|Finanças I
ESHC017-17|Finanças Públicas|4|0|4|Macroeconomia Pós-Keynesiana
ESZG025-17|Finanças, Gestão e Administração Financeira|4|0|5|Economia de Empresas
